tconst	titleType	originalTitle	isAdult	startYear	runtimeMinutes	genres	averageRating	directors	writers	country
tt31702328	movie	Bengal 1947	0	2024	129	Drama	6.6	Akashaditya Lama	Akashaditya Lama	IN
tt31712434	movie	Sikandar	0	2025	148	Action,Drama,Thriller	3.7	A.R. Murugadoss	Rajat Arora,Abbas Dalal,Hussain Dalal,A.R. Murugadoss	IN
tt3173910	movie	Hasee Toh Phasee	0	2014	141	Comedy,Romance	6.8	Vinil Mathew	Harshavardhan Kulkarni,Anurag Kashyap,Purva Naresh,Vinil Mathew	IN
tt3175038	movie	Ek Villain	0	2014	129	Action,Crime,Drama	6.6	Mohit Suri	Tushar Hiranandani,Milap Zaveri	IN
tt3177332	movie	Horror Story	0	2013	91	Horror	4.3	Ayush Raina	Mohan Azaad,Vikram Bhatt,Sukhmani Sadana	IN
tt31939497	movie	Woh Bhi Din The	0	2024	126	Drama	7.3	Sajid Ali	Sajid Ali,Saurabh Swamy	IN
tt31943592	movie	Kartam Bhugtam	0	2024	131	Thriller	6.5	Soham Shah	Soham Shah	IN
tt32020028	movie	Appu	0	2024	92	Action,Adventure,Animation	8.1	Prosenjit Ganguly,Prosenjith Ganguly,Archisman Kar,Sanjay Raheja,Suraj Raheja,Suresh Raheja,Ajay Velu	Prosenjit Ganguly	IN
tt32023291	movie	Main Ladega	0	2024	148	Drama	9.3	Gaurav Rana	Akash Pratap Singh	IN
tt32058735	movie	Bhool Chuk Maaf	0	2025	140	Comedy,Fantasy,Romance	5.9	Karan Sharma	Karan Sharma,Haider Rizvi	IN
tt3209826	movie	Patel Ki Punjabi Shaadi	0	2017	120	Comedy	4.0	Sanjay Chhel	\N	IN
tt32106176	movie	Kesari Veer	0	2025	161	Action,Drama,History	5.3	Prince Dhiman	Kanu Chauhan,Shitiz Srivastava	IN
tt3211170	movie	Say Yes to Love	0	2012	115	Romance	6.5	Mahrukh Mirza	Marukh Mirza Beig	IN
tt32134742	movie	Zero Se Restart	0	2024	88	Documentary,Drama	6.7	Jaskunwar Kohli	Jaskunwar Kohli	IN
tt32223398	movie	Jaat	0	2025	158	Action,Crime,Drama	6.1	Gopichand Malineni	Saurabh Gupta,Gopichand Malineni	IN
tt3224258	movie	The Legend of Michael Mishra	0	2016	125	Comedy,Drama	4.4	Manish Jha	Anshuman Chaturvedi,Manish Jha,Vijay Kapoor,Sneh Nihalani,Radhakrishnan	IN
tt32275943	movie	Alpha	0	2025	128	Drama	5.2	Julia Ducournau	Julia Ducournau	IN
tt32308617	movie	Savi	0	2024	126	Action,Crime,Drama	6.1	Abhinay Deo	Aseem Arora,Abhinay Deo	IN
tt32362728	movie	Ella	0	2024	91	Fantasy	9.2	Roshan Fernandes	Roshan Fernandes	IN
tt32370994	movie	Malhar	0	2024	103	Drama	6.7	Vishal Kumbhar	Vishal Kumbhar,Siddharth Salvi,Swapnil Sitaram	IN
tt32383877	movie	Phooli	0	2024	108	Drama	7.9	Avinash Dhyani,Suruchi Saklani	Avinash Dhyani	IN
tt32481179	movie	House of Lies	0	2024	82	Mystery	3.7	Saumitra Singh	Abhi Raj Sharma	IN
tt3255586	movie	P Se PM Tak	0	2015	123	Comedy,Drama	3.7	Kundan Shah	Vijay Desai,Vedish Jhaveri,Kundan Shah,Alpesh Dixit,Sanjay Sharma	IN
tt3257168	movie	Shorts	0	2013	95	Drama	6.4	Vasan Bala,Neeraj Ghaywan,Siddharth Gupt,Anubhuti Kashyap,Rohit Pandey,Gitanjali Rao,Anirban Roy,Shlok Sharma	\N	IN
tt32607174	movie	Rautu Ka Raaz	0	2024	114	Crime,Drama,Mystery	6.3	Anand Surapur,Arjun Singh Tanwar	Shariq Patel,Titiksha Singhal,Anand Surapur	IN
tt32628834	movie	Shaila	0	2025	92	Romance	9.4	Saki Shah	Sam Dsouuza,Ranjan Kusugal,Sunil Sharma,Sunil Sharma	IN
tt32751390	movie	Inn Galiyon Mein	0	2025	100	Drama	8.7	Avinash Das	Punarvasu	IN
tt32832266	movie	Maalik	0	2025	149	Action,Crime,Drama	\N	Pulkit	Jyotsana Nath,Pulkit	IN
tt3290688	movie	Revolver Rani	0	2014	132	Action,Comedy,Crime	4.6	Sai Kabir	Sai Kabir	IN
tt33014583	movie	Dhurandhar	0	2025	\N	Action,Adventure,Drama	\N	Aditya Dhar	\N	IN
tt3302962	movie	Shaadi Ke Side Effects	0	2014	145	Comedy,Romance	5.6	Saket Chaudhary	Saket Chaudhary,Zeenat Lakhani,Arshad Syed	IN
tt3303416	movie	Ya Rab	0	2014	120	Action,Crime,Drama	6.0	Hasnain Hyderabadwala	Virendra Singh Patyal	IN
tt33040269	movie	Ghuspaithiya	0	2024	132	Drama	6.6	Susi Ganesan	Tariq Mohammad	IN
tt33089434	movie	Pad Gaye Pange	0	2024	118	Comedy	7.9	Santosh Kumar,Santosh Kumar	Manish Kumar	IN
tt33095240	movie	Tikdam	0	2024	117	Drama	7.7	Vivek Anchalia	Pankaj Nihalani,Vivek Anchalia,Animesh Verma	IN
tt3309662	movie	Jackpot	0	2013	132	Comedy,Thriller	2.0	Kaizad Gustad	Kaizad Gustad,Amol Parashar	IN
tt33097837	movie	Tumko Meri Kasam	0	2025	166	Drama	6.6	Vikram Bhatt	Vikram Bhatt	IN
tt3309844	movie	Titoo MBA	0	2014	111	Comedy,Romance	4.4	Amit Singh,Amit Vats Chauhan,Vats Amit	Puja Ballutia,Amit Vats Chauhan	IN
tt3311236	movie	Calapor	0	2013	120	Drama	5.2	Dinesh P. Bhonsle	Surabhi Dashputra,Mihir Vardan	IN
tt33245905	movie	Kahan Shuru Kahan Khatam	0	2024	107	Comedy,Romance	6.0	Saurabh Dasgupta	Laxman Utekar,Rishi Virmani	IN
tt33245951	movie	Interrogation	0	2025	122	Thriller	7.6	Ajoy Varma Raja,Preksha S. Agarwal	Preksha S. Agarwal,Madhvi Bhatt,Jatin Ravasia,Krisha Prasad Somanathan,Krishna Prasad Somanathan	IN
tt33246678	movie	The Miranda Brothers	0	2024	99	Action,Drama,Sport	4.4	Sanjay Gupta	Sameer Hafiz,Milap Zaveri	IN
tt3324810	movie	Chhota Bheem and the Throne of Bali	0	2013	130	Action,Adventure,Animation	6.3	Rajiv Chilaka	Darsana Radhakrishnan	IN
tt3334348	movie	Heartless	0	2014	131	Drama,Family,Romance	5.2	Shekhar Suman	Nina Arora,Niranjan Iyengar,Arafat Mehmood,Seema Saini,Shekhar Suman	IN
tt3337550	movie	Rahasya	0	2015	123	Mystery,Thriller	7.5	Manish Gupta	Manish Gupta	IN
tt3338188	movie	Jia Aur Jia	0	2017	93	Drama	4.5	Howard Rosemeyer	Mudassar Aziz,Farahjaan Sheikh	IN
tt33504919	movie	Mohabbat Ho Gayi Hai Tumse	0	2002	\N	Action	\N	Rishi Talwar	Rishi Talwar	IN
tt33529930	movie	Bandaa Singh Chaudhary	0	2024	113	Action,Comedy,Drama	6.0	Abhishek Saxena	Shaheen Iqbal,Abhishek Saxena	IN
tt3357416	movie	What the Fish	0	2013	98	Adventure,Comedy,Drama	4.9	Gurmmeet Singh	Rajesh Chawla,Deepti Datt,Shashanka Ghosh,Tejpal Singh Rawat	IN
tt3359290	movie	Bobby Jasoos	0	2014	121	Comedy,Drama,Thriller	5.5	Samar Iqbal	Samar Iqbal,Sanyuktha Chawla Shaikh	IN
tt3368222	movie	Angry Indian Goddesses	0	2015	115	Comedy,Crime,Drama	6.9	Pan Nalin	Pan Nalin,Subhadra Mahajan,Dilip Shankar,Arsala Qureishi	IN
tt3369670	movie	Children of War	0	2014	160	Drama,History,War	6.6	Mrityunjay Devvrat	Mrityunjay Devvrat,Asad Hussain	IN
tt3380264	movie	Kill Dil	0	2014	127	Action,Comedy,Drama	4.5	Shaad Ali	Nitesh Tiwari,Shreyas Jain,Nikhil Mehrotra,Aditya Chopra	IN
tt3382148	movie	Yaariyan	0	2014	145	Drama,Romance	2.8	Divya Khossla	Sanjeev Dutta,Manju M Garhwal	IN
tt33888131	movie	Aap Jaisa Koi	0	2025	114	Drama,Romance	\N	Vivek Soni	Radhika Anand,Jehan Handa	IN
tt3390572	movie	Haider	0	2014	160	Action,Crime,Drama	8.0	Vishal Bhardwaj	William Shakespeare,Basharat Peer,Vishal Bhardwaj	IN
tt3398048	movie	Tevar	0	2015	157	Action,Drama,Romance	4.2	Amit Ravindernath Sharma	Gunasekhar,Shantanu Srivastava	IN
tt3398052	movie	Daawat-e-Ishq	0	2014	118	Comedy,Drama,Romance	6.1	Habib Faisal	Habib Faisal,Jyoti Kapoor	IN
tt33996113	movie	Param Sundari	0	2025	\N	Romance	\N	Tushar Jalota	Tushar Jalota,Gaurav Mishra,Aarsh Vora	IN
tt34038181	movie	Match Fixing	0	2025	146	War	5.2	Kedar Prabhakar Gaekwad	Sameer Garud,Anuj S. Mehta	IN
tt3405236	movie	Raees	0	2017	143	Action,Crime,Drama	6.6	Rahul Dholakia	Rahul Dholakia,Harit Mehta,Niraj Shukla,Ashish Vashi	IN
tt3407604	movie	Will You Marry Me	0	2012	135	Comedy	4.6	Aditya Datt	Jay Master	IN
tt3410408	movie	Rocky Handsome	0	2016	127	Action,Crime,Drama	6.8	Nishikant Kamat	Ritesh Shah	IN
tt3422462	movie	Bangistan	0	2015	135	Comedy,Drama	4.5	Karan Anshuman	Puneet Krishna,Sumit Purohit,Karan Anshuman	IN
tt3426144	movie	Babloo Happy Hai	0	2014	113	Comedy,Drama,Romance	6.8	Nila Madhab Panda	Sanjay Chauhan,Protiqe Mojoomdar,Deepak Venkateshan	IN
tt3430022	movie	Topless	0	2005	112	Drama,Romance	3.9	Nabh Kumar 'Raju'	B.S. Shaad	IN
tt3431756	movie	Rakhtbeej	0	2012	120	Thriller	3.5	Anil Ballani	Vidhaan Asrani,Thakor Shivaji Pravinji	IN
tt3447364	movie	Detective Byomkesh Bakshy!	0	2015	139	Action,Crime,Drama	7.6	Dibakar Banerjee	Urmi Juvekar,Dibakar Banerjee,Saradindu Bandopadhyay	IN
tt3449292	movie	Manjhi: The Mountain Man	0	2015	120	Biography,Drama	8.0	Ketan Mehta	Shahzad Ahmed,Mahendra Jakhar,Ketan Mehta,Deepak Ramola,Shaiwal,Varadraj Swami	IN
tt3449320	movie	Darr @ the Mall	0	2014	124	Horror,Thriller	4.9	Pavan Kirpalani	Agrim Joshi,Pavan Kirpalani,Vinod Rawat,Abhimanyu Singh	IN
tt3453964	movie	Jugni	0	2016	115	Drama	6.2	Shefali Bhushan,Kuldeep Singh,Jatinkumar Jagdishbhai Patel,Vishalkumar Bharatbhai Nai	Siddhant Behl,Shefali Bhushan,Shellee	IN
tt3465488	movie	Karle Pyaar Karle	0	2014	110	Action,Romance	2.5	Rajesh Pandey	Paras Chaurasia,Suneel Darshan,Yusuf ali Khan,Spandan Mishra	IN
tt3469244	movie	Phantom	0	2015	136	Action,Drama,Thriller	6.0	Kabir Khan	Hussain Zaidi,Kabir Khan,Parveez Shaikh,Kausar Munir	IN
tt3477214	movie	Kaun Kitney Paani Mein	0	2015	112	Comedy,Drama,Family	6.1	Nila Madhab Panda	Protiqe Mojoomdar,Nila Madhab Panda,Rahul Ramchandani,Rahul Singh,Deepak Venkateshan	IN
tt34794166	movie	Nishaanchi	0	2025	\N	\N	\N	Anurag Kashyap	Ranjan Chandel,Anurag Kashyap,Prasoon Mishra	IN
tt3482198	movie	Anuradha	0	2014	\N	Drama	\N	Raju Mavani	V.K.Shankar	IN
tt3483596	movie	O Teri	0	2014	107	Comedy,Drama	3.3	Umesh Bist	Umesh Bist,Neeti Palta	IN
tt3483612	movie	Hamari Adhuri Kahani	0	2015	129	Drama,Romance	6.8	Mohit Suri	Mahesh Bhatt,Shagufta Rafique	IN
tt3483646	movie	Bewakoofiyaan	0	2014	119	Comedy,Drama,Romance	5.5	Nupur Asthana	Habib Faisal	IN
tt3483712	movie	Raja Natwarlal	0	2014	141	Crime,Thriller	6.2	Kunal Deshmukh	Parveez Shaikh,Sanjay Masoomm,Kunal Deshmukh	IN
tt34869601	movie	OutHouse	0	2024	\N	\N	\N	Sunil Sukthankar	Sumitra Bhave	IN
tt34901083	movie	Mission Grey House	0	2025	118	Action,Drama,Thriller	4.9	Naushad Siddiqui	Zeba K	IN
tt3495000	movie	Mardaani	0	2014	113	Action,Crime,Drama	7.3	Pradeep Sarkar	Gopi Puthran	IN
tt3495026	movie	Fan	0	2016	142	Action,Drama,Thriller	6.8	Maneesh Sharma	Maneesh Sharma,Habib Faisal,Sharat Katariya	IN
tt3495030	movie	Dum Laga Ke Haisha	0	2015	109	Comedy,Drama,Romance	7.5	Sharat Katariya	Sharat Katariya	IN
tt3498078	movie	Ebn-e-Batuta	0	2014	125	Sci-Fi	4.7	Varun Middha	Abhishek D Bhola,Varun Middha	IN
tt3501994	movie	Hawaa Hawaai	0	2014	120	Drama,Family,Sport	7.3	Amole Gupte	Amole Gupte	IN
tt3514330	movie	Youngistaan	0	2014	133	Drama,Romance	5.2	Syed Ahmad Afzal	Ramiz Ilham Khan,Syed Ahmad Afzal,Maitrey Bajpai	IN
tt35162972	movie	Pintu Ki Pappi	0	2025	135	Comedy,Drama,Romance	6.9	Shiv Hare	Shiv Hare,Shyamli Pandey,Farhad Samji,Anadi Sufi	IN
tt35185670	movie	Kisko Tha Pata	0	2024	135	Drama,Romance	6.9	Akul Tripathi,Ratnaa Sinha	\N	IN
tt35217961	movie	Baida	0	2025	109	Adventure,Sci-Fi,Thriller	5.6	Puneet Sharma	Kahanikaar Sudhanshu Rai	IN
tt3524410	movie	Yeh Hai Bakrapur	0	2014	95	Comedy,Drama	3.9	Janaki Vishwanathan	Azad Alam,Janaki Vishwanathan	IN
tt3524536	movie	Akela the Alone	0	2014	58	Thriller	6.6	Abrar	Abrar	IN
tt35257441	movie	Shakti Shalini	0	2025	\N	Comedy,Horror	\N	Ajitpal Singh	Durgesh Singh	IN
tt3531604	movie	Gang of Ghosts	0	2014	128	Comedy,Horror	3.6	Satish Kaushik	Rajesh Chawla	IN
tt3531852	movie	Bhoothnath Returns	0	2014	155	Comedy,Drama,Fantasy	6.5	Nitesh Tiwari	Piyush Gupta,Shreyas Jain,Nikhil Mehrotra,Nitesh Tiwari	IN
tt35327667	movie	Well Done C.A. Sahab!	0	2025	142	Drama	6.1	Sarvesh Kumar Singh	Aaditya Trivedi	IN
tt3539966	movie	Dishkiyaoon	0	2014	119	Action,Thriller	5.2	Sanamjit Singh Talwar	Sanamjit Singh Talwar	IN
tt35433415	movie	Sweet Dreams	0	2025	107	Romance	5.6	Victor Mukherjee	Victor Mukherjee,Alka Shukla	IN
tt3547616	movie	All Is Well	0	2015	126	Comedy,Drama,Romance	3.6	Umesh Shukla	Umesh Shukla,Sumit Arora,Niren Bhatt	IN
tt35484377	movie	The Networker	0	2025	120	Comedy	9.0	Vikas Kumar Vishwakarma	Vikash Malik,Abhinavs Pathak,Vikas Kumar Vishwakarma	IN
tt3554418	movie	Khoobsurat	0	2014	130	Comedy,Romance	6.4	Shashanka Ghosh	D.N. Mukherjee,Indira Bisht,Juhi Chaturvedi	IN
tt3565354	movie	Karar: The Deal	0	2014	115	Thriller	4.3	Sabir	\N	IN
tt35682680	movie	Ek Din	0	2025	\N	Romance	\N	Sunil Pandey	\N	IN
tt35727678	movie	Ek Deewane Ki Deewaniyat	0	2025	\N	Romance	\N	Milap Zaveri	Mushtaq Shiekh,Milap Zaveri	IN
tt3585456	movie	19th January	0	2014	\N	Drama	8.3	Sanjay Amar	Sanjay Amar	IN
tt3585758	movie	Kahin Hai Mera Pyar	0	2014	138	Drama,Musical,Romance	6.9	Mahesh Vaijnath Doijode,Manas Das	Mahesh Vaijnath Doijode	IN
tt3590416	movie	Global Baba	0	2016	120	Thriller	5.6	Manoj Shidheshwari Tiwari	Vishal Vijay Kumar,Surya Kumar Upadhyay	IN
tt3592020	movie	Neighbours	0	2014	125	Comedy,Drama,Horror	3.5	Shyam Ramsay	Shyam Ramsay	IN
tt3595298	movie	Prem Ratan Dhan Payo	0	2015	164	Action,Drama,Musical	4.4	Sooraj R. Barjatya	Sooraj R. Barjatya,Aash Karan Atal	IN
tt3606688	movie	Diwangi Ne Had Kar Di	0	2010	\N	Romance	6.3	Jiten Purohit	Jiten Purohit	IN
tt3611266	movie	Bank Chor	0	2017	120	Action,Comedy,Thriller	6.0	Bumpy	Baljeet Singh Marwah,Ishita Moitra,Omkar Sane	IN
tt36129120	movie	Aachari Baa	0	2025	98	Drama	6.0	Hardik Gajjar	Shreyes Anil Lowlekar	IN
tt3617048	movie	Angry Young Man	0	2014	\N	Action	5.2	Ramesh Rout	\N	IN
tt3619710	movie	Bhaag Johnny	0	2015	118	Action,Fantasy,Thriller	5.1	Shivam Nair,Amit Patel	Vikram Bhatt	IN
tt3619772	movie	Hate Story 2	0	2014	130	Drama,Thriller	4.4	Vishal Pandya	Madhuri Banerjee,Girish Dhamija	IN
tt3619854	movie	Creature	0	2014	134	Action,Horror,Sci-Fi	3.3	Vikram Bhatt	Vikram Bhatt,Sukhmani Sadana,Girish Dhamija	IN
tt3636776	movie	Samrat & Co.	0	2014	125	Mystery,Thriller	6.2	Kaushik Ghatak	Kaushik Ghatak,Manish Shrivastav,Sanjay Masoomm	IN
tt36376123	movie	Ajey: The Untold Story of a Yogi	0	2025	\N	Biography	\N	Ravindra Gautam	Priyank Dubey,Priyank Dubey,Dilip Jha	IN
tt3640942	movie	Koyelaanchal	0	2014	145	Action,Drama	5.4	Asshu Trikha	Vishal Vijay Kumar,Sanjay Masoomm	IN
tt3666258	movie	Coffee Bloom	0	2015	90	Drama	5.7	Manu Warrier	Sharath Parvathavani,Manu Warrier	IN
tt3672618	movie	Dekh Tamasha Dekh	0	2014	110	Comedy	6.1	Feroz Abbas Khan	H. Banerjee,Shafaat Khan	IN
tt3678782	movie	Badlapur	0	2015	134	Action,Crime,Drama	7.4	Sriram Raghavan	Massimo Carlotto,Sriram Raghavan,Arijit Biswas,Pooja Ladha Surti	IN
tt3678938	movie	Humpty Sharma Ki Dulhania	0	2014	133	Comedy,Drama,Romance	6.0	Shashank Khaitan	Shashank Khaitan	IN
tt3679040	movie	Kisi Ka Bhai Kisi Ki Jaan	0	2023	145	Action,Comedy,Drama	3.9	Farhad Samji	Tasha Bhambra,Sparsh Khetarpal,Sajid Nadiadwala,Farhad Samji,Siva	IN
tt3679060	movie	Dishoom	0	2016	124	Action,Adventure,Comedy	5.2	Rohit Dhawan	Rohit Dhawan,Tushar Hiranandani,Hussain Dalal	IN
tt3679070	movie	Milan Talkies	0	2019	141	Drama,Family,Romance	5.2	Tigmanshu Dhulia,Chaudhari Mitesh	Tigmanshu Dhulia,Kamal Pandey	IN
tt36812950	movie	Romeo S3	0	2025	147	Action	5.8	Guddu Dhanoa	Shailesh Verma	IN
tt3681414	movie	Purani Jeans	0	2014	137	Drama,Romance	6.2	Tanushri Chattrji Bassu	Tanushri Chattrji Bassu	IN
tt36814513	movie	332 Mumbai to India	0	2010	\N	Thriller	\N	nm17272004	Chirag Jain	IN
tt3683702	movie	Fugly	0	2014	129	Comedy,Drama,Thriller	4.7	Kabir Sadanand,Rahul Agarwal	Rajveer Ahuja,Rahul Handa,Sanjay Kumar	IN
tt3693936	movie	Once Upon a Time in Bihar	0	2015	122	Thriller	6.3	Nitin Chandra	Nitin Chandra	IN
tt3696192	movie	Singh Is Bliing	0	2015	141	Action,Comedy,Drama	5.0	Prabhu Deva	Chintan Gandhi,Sahar Quaze	IN
tt3698454	movie	Yaara	0	2020	130	Action	5.9	Manish Soni,Tigmanshu Dhulia	\N	IN
tt3709344	movie	City Lights	0	2014	126	Drama,Thriller	7.3	Hansal Mehta	Sean Ellis,Ritesh Shah	IN
tt3716142	movie	Lekar Hum Deewana Dil	0	2014	140	Comedy,Romance	4.7	Arif Ali	Arif Ali	IN
tt3726012	movie	Mastizaade	0	2016	119	Comedy	2.5	Milap Zaveri	Mushtaq Shiekh,Milap Zaveri	IN
tt3728220	movie	Kaand Black Scandal	0	2013	\N	Drama	\N	Kumar Santosh Gupta	Kumar Santosh Gupta	IN
tt3734580	movie	Ghoomketu	0	2020	108	Comedy	4.9	Pushpendra Nath Misra	Pushpendra Nath Misra	IN
tt3735246	movie	Bajirao Mastani	0	2015	158	Action,Drama,History	7.3	Sanjay Leela Bhansali	Nagnath S. Inamdar,Sanjay Leela Bhansali,Mallika Dutt,Prakash Kapadia	IN
tt37392885	movie	Murderbaad	0	2025	\N	Thriller	\N	Arnab Chatterjee	Arnab Chatterjee	IN
tt37403476	movie	So Long Valley	0	2025	\N	Crime	\N	Man Singh	Man Singh,Pankaj Uniyal	IN
tt3742284	movie	NH10	0	2015	115	Action,Crime,Drama	7.2	Navdeep Singh	Sudip Sharma	IN
tt37436004	movie	Akshardham: Operation Vajra Shakti	0	2025	\N	Action,Drama,War	\N	Ken Ghosh	William Borthwick,Simon Fantauzzo	IN
tt3766798	movie	Wake Up India	0	2013	130	Drama	7.1	Amit Patel,Babloo Seshadri	M. Salim	IN
tt3767372	movie	Piku	0	2015	123	Comedy,Drama	7.6	Shoojit Sircar	Juhi Chaturvedi	IN
tt3771536	movie	Shivaay	0	2016	153	Action,Crime,Drama	6.1	Chandan Arora,Ajay Devgn	Sandeep Shrivastava	IN
tt3794302	movie	Pizza	0	2014	107	Horror,Mystery,Thriller	6.2	Akshay Akkineni	Akshay Akkineni,Abhishek Kumar,Karthik Subbaraj	IN
tt3796006	movie	Roar: Tigers of the Sundarbans	0	2014	123	Action,Adventure,Sci-Fi	5.6	Kamal Sadanah	Anand Goradia,Swati Goradiya,Abis Rizvi,Kamal Sadanah	IN
tt3797888	movie	Kissebaaz	0	2019	122	Action,Comedy,Crime	4.5	Annant Jaaitpaal	Shekhar Ramesh Mishra	IN
tt3802574	movie	Operation Parindey	0	2020	60	Action,Drama,Thriller	4.7	Sanjay Gadhvi	Tejas Dhhanraj,Ankush Singh	IN
tt3802576	movie	Brothers	0	2015	156	Action,Drama,Sport	6.4	Karan Malhotra	Gavin O'Connor,Cliff Dorfman,Ekta Pathak Malhotra,Siddharth Singh,Garima Wahal,Anthony Tambakis,Siddharth-Garima	IN
tt3822600	movie	Amit Sahni Ki List	0	2014	110	Comedy,Romance	5.4	Ajay Bhuyan	Rohit G. Banawlikar,Shiv Singh	IN
tt3836958	movie	Shamitabh	0	2015	155	Drama	6.7	R Balki	R Balki	IN
tt3840534	movie	Junooniyat	0	2016	155	Drama,Romance	4.1	Vivek Agnihotri	Vivek Agnihotri,Priti Singh	IN
tt3847072	movie	Ekkees Toppon Ki Salaami	0	2014	140	Comedy	6.1	Ravindra Gautam	Mukul Abhyankar,Rahil Qazi	IN
tt3848888	movie	The Shaukeens	0	2014	124	Comedy	4.8	Abhishek Sharma	Sai Kabir,Tigmanshu Dhulia	IN
tt3848892	movie	Baby	0	2015	159	Action,Thriller	7.9	Neeraj Pandey	Neeraj Pandey	IN
tt3848938	movie	Mr. X	0	2015	133	Action,Drama,Sci-Fi	3.7	Vikram Bhatt	Vikram Bhatt,Shagufta Rafique	IN
tt3854246	movie	Bazaar E Husn	0	2014	125	Drama	5.2	Ajay Mehra,Ahmed Faisal Inam	Dhananjay Kumar	IN
tt3854286	movie	Munna Mange Memsaab	0	2014	128	Comedy	3.0	Shareeph Mansuri Saranawala	Andaaz Khan,Shareeph Mansuri Saranawala	IN
tt3859980	movie	Mohenjo Daro	0	2016	155	Action,Adventure,Drama	5.6	Ashutosh Gowariker	Ashutosh Gowariker,Preiti Mamgain	IN
tt3862004	movie	Fuddu	0	2016	100	Comedy,Drama	4.6	Sunil Subramani	Pawan Shharma	IN
tt3863552	movie	Bajrangi Bhaijaan	0	2015	163	Action,Adventure,Comedy	8.1	Kabir Khan	Vijayendra Prasad,Kabir Khan,Parveez Shaikh,Asad Hussain	IN
tt3877652	movie	Desi Kattey	0	2014	139	Action	4.2	Anand Kumar	Rahul Ramchandani,Aaryaan Saxena	IN
tt3881136	movie	Life Is Beautiful	0	2014	116	Comedy,Romance	5.5	Manoj Amarnani	Manoj Amarnani,Sanjay Sankla	IN
tt3886444	movie	Khamoshiyan	0	2015	122	Drama,Horror,Romance	4.0	Karan Darra	Vikram Bhatt	IN
tt3893476	movie	Spark	0	2014	134	Action	5.9	V.K. Singh	Ramesh Mishra,V.K. Singh	IN
tt3948240	movie	Second Hand Husband	0	2015	105	Comedy,Romance	3.6	Smeep Kang	Smeep Kang,Shreya Srivastava,Vaibhav Suman	IN
tt4007558	movie	Shaandaar	0	2015	144	Comedy,Drama,Romance	3.7	Vikas Bahl	Vikas Bahl,Chaitally Parmar,Anvita Dutt	IN
tt4010306	movie	Jigariyaa	0	2014	142	Drama	5.0	Raj Purohit	Vinod Bachchan,Apratim Khare,Raj Purohit	IN
tt4022278	movie	Fever	0	2016	107	Crime,Mystery	4.7	Rajeev Jhaveri	Rajeev Jhaveri	IN
tt4024944	movie	Main Aur Charles	0	2015	119	Action,Biography,Crime	6.2	Prawaal Raman	Prawaal Raman	IN
tt4045666	movie	Mumbai Delhi Mumbai	0	2014	120	Comedy,Romance	5.7	Satish Rajwade	Manu Rishi Chadha,Satish Rajwade	IN
tt4063584	movie	Shaheed-E-Azam	0	2002	173	Biography,Drama,History	7.7	Sukumar Nair	Harinder Gill	IN
tt4087770	movie	Balwinder Singh Famous Ho Gaya	0	2014	136	Comedy	3.5	Sunil Agnihotri	Rajan Agarwal,Sanjeev Soni,Shrikant Vishvakarma	IN
tt4094820	movie	Crazy Cukkad Family	0	2015	\N	Comedy	5.0	Ritesh Menon	Ritesh Menon,Kushal Punjabi,Puneet Sharma,Suhas Shetty	IN
tt4110568	movie	Dil Dhadakne Do	0	2015	170	Comedy,Drama,Romance	7.0	Zoya Akhtar	Zoya Akhtar,Reema Kagti,Javed Akhtar,Farhan Akhtar	IN
tt4114302	movie	Phir Se...	0	2018	118	Romance	5.3	Ajay Bhuyan,Kunal Kohli	Sukhmani Sadana	IN
tt4129428	movie	Jagga Jasoos	0	2017	161	Adventure,Comedy,Musical	6.4	Anurag Basu,Shubzz	Anurag Basu,Amitabh Bhattacharya,Debatma Mandal,Samrat Chakraborty	IN
tt4169250	movie	M.S. Dhoni: The Untold Story	0	2016	184	Biography,Drama,Sport	8.0	Neeraj Pandey	Neeraj Pandey,Dilip Jha,Shyam Maheshwari,Guru Thakur,Mohinder Pratap Singh,Shyam Maheshwari	IN
tt4183924	movie	Ghatothkach	0	2008	91	Animation,Family	7.0	Singeetam Srinivasa Rao	Ashmith Kunder,Aparajit Shukla	IN
tt4190220	movie	Zed Plus	0	2014	141	Comedy,Drama	6.3	Chandra Prakash Dwivedi	Chandra Prakash Dwivedi,Ramkumar Singh	IN
tt4219300	movie	Gollu Aur Pappu	0	2014	112	Comedy	3.8	Kabir Sadanand	Rajveer Ahuja,Kabir Sadanand,Farhad Samji	IN
tt4228746	movie	Zid	0	2014	126	Crime,Romance,Thriller	4.5	Vivek Agnihotri	Vivek Agnihotri,Rohit Malhotra	IN
tt4262516	movie	Sanam Re	0	2016	120	Drama	3.3	Divya Khossla	Sanjeev Dutta,Hussain Dalal,Adhir Bhat,Abbas Dalal	IN
tt4271730	movie	Alone	0	2015	133	Horror	3.7	Bhushan Patel	Shiirshak S. Anand,Shantanu Ray Chhibber,Shagufta Rafique	IN
tt4272420	movie	Kuch Kuch Locha Hai	0	2015	143	Comedy,Drama	2.6	Devang Dholakia	\N	IN
tt4287778	movie	Shab	0	2017	108	Drama,Romance	4.3	Onir	Merle Kröger,Onir,Adhiraj Singh	IN
